CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
	21380	Emporia, KS Micro Area	2	4197156994	32652921	1620.531	12.607	38.382134	-96.359301                                                                                                                
	22380	Flagstaff, AZ Metro Area	1	48216129128	116640318	18616.352	45.035	35.829692	-111.773728                                                                                                          
	26380	Houma-Bayou Cane-Thibodaux, LA Metro Area	1	5950967002	3245232828	2297.681	1252.991	29.33413	-90.843674                                                                                          
	28380	Kennett, MO Micro Area	2	1403538813	13708531	541.909	5.293	36.153025	-90.062254                                                                                                                  
	30380	Lewistown, PA Micro Area	2	1064581429	9507558	411.037	3.671	40.601615	-77.651832                                                                                                                 
	32380	Mason City, IA Micro Area	2	2508210946	22362730	968.426	8.634	43.213732	-93.274339                                                                                                               
	31380	Macomb, IL Micro Area	2	1526291861	2060301	589.305	0.795	40.455808	-90.678954                                                                                                                    
	42380	Sayre, PA Micro Area	2	2971688853	35331261	1147.376	13.641	41.791504	-76.502123                                                                                                                  
	46380	Ukiah, CA Micro Area	2	9082587618	961785254	3506.807	371.347	39.432388	-123.442881                                                                                                               
	49380	Worthington, MN Micro Area	2	1852143786	19253011	715.117	7.434	43.677686	-95.763132                                                                                                              
	47380	Waco, TX Metro Area	1	7213522324	133533952	2785.157	51.558	31.5921	-97.286018                                                                                                                    
	32390	Massena-Ogdensburg, NY Micro Area	2	6939939685	366960962	2679.526	141.684	44.488112	-75.074311                                                                                                   
	12420	Austin-Round Rock-San Marcos, TX Metro Area	1	10929182221	150086251	4219.781	57.949	30.249744	-97.649842                                                                                         
	15420	Burley, ID Micro Area	2	8606105981	52489364	3322.836	20.266	42.369199	-113.642424                                                                                                                
	13420	Bemidji, MN Micro Area	2	6486994903	1425755980	2504.643	550.487	47.879508	-95.00505                                                                                                              
	20420	Durango, CO Micro Area	2	4376255274	25642579	1689.682	9.901	37.287367	-107.839718                                                                                                                
	21420	Enid, OK Metro Area	1	2741521324	4075930	1058.507	1.574	36.378132	-97.788741                                                                                                                     
	27420	Jamestown, ND Micro Area	2	5754703472	197271625	2221.904	76.167	46.972223	-98.956123                                                                                                             
	29420	Lake Havasu City-Kingman, AZ Metro Area	1	34530024143	333399390	13332.117	128.726	35.717705	-113.749689                                                                                          
	30420	Lexington, NE Micro Area	2	3812424498	26342616	1471.985	10.171	40.756816	-99.821978                                                                                                              
	34420	Mount Pleasant, TX Micro Area	2	2212208892	86605758	854.139	33.439	33.132104	-94.903503                                                                                                          
	38420	Platteville, WI Micro Area	2	2972281305	92642517	1147.604	35.769	42.870028	-90.694229                                                                                                            
	37420	Pampa, TX Micro Area	2	4791560121	9047636	1850.032	3.493	35.617393	-100.810553                                                                                                                   
	42420	Scottsbluff, NE Micro Area	2	3847840260	15761527	1485.659	6.086	41.699256	-103.708555                                                                                                            
	43420	Sierra Vista-Douglas, AZ Metro Area	1	16083471946	17648749	6209.863	6.814	31.840129	-109.775163                                                                                                  
	49420	Yakima, WA Metro Area	1	11122734358	41188783	4294.512	15.903	46.456558	-120.740145                                                                                                               
	35440	Newport, OR Micro Area	2	2540733353	553145247	980.983	213.571	44.641061	-123.911212                                                                                                              
	10460	Alamogordo, NM Micro Area	2	17126455958	36944199	6612.562	14.264	32.615599	-105.751308                                                                                                           
	13460	Bend, OR Metro Area	1	20145535129	141944215	7778.235	54.805	44.153837	-120.887072                                                                                                                
	23460	Gadsden, AL Metro Area	1	1386015447	34924289	535.144	13.484	34.047641	-86.034263                                                                                                                 
	24460	Great Bend, KS Micro Area	2	2318705430	13926862	895.257	5.377	38.481239	-98.767837                                                                                                               
	25460	Harrison, AR Micro Area	2	3653951640	37733895	1410.799	14.569	36.087809	-93.162053                                                                                                               
	27460	Jamestown-Dunkirk, NY Micro Area	2	2746450221	1139029655	1060.41	439.782	42.304216	-79.407595                                                                                                    
	37460	Panama City-Panama City Beach, FL Metro Area	1	3479127443	1914975953	1343.299	739.376	30.273241	-85.642089                                                                                       
	38460	Plattsburgh, NY Micro Area	2	2687763025	206581998	1037.751	79.762	44.752712	-73.705643                                                                                                           
	44460	Steamboat Springs, CO Micro Area	2	18402546622	35635155	7105.263	13.759	40.571846	-107.825352                                                                                                    
	41460	Salina, KS Micro Area	2	3732102407	4328531	1440.973	1.671	38.96457	-97.663387                                                                                                                    
	45460	Terre Haute, IN Metro Area	1	3795165840	50448749	1465.322	19.478	39.392389	-87.347096                                                                                                            
	48460	West Plains, MO Micro Area	2	2401376472	2920041	927.177	1.127	36.774369	-91.887368                                                                                                               
	49460	Yankton, SD Micro Area	2	1349873612	28676585	521.189	11.072	43.006603	-97.388361                                                                                                                 
	10480	Alamosa, CO Micro Area	2	8385519229	19734373	3237.667	7.619	37.32264	-105.774242                                                                                                                 
	11500	Anniston-Oxford, AL Metro Area	1	1569256885	16525540	605.893	6.381	33.770516	-85.827909                                                                                                          
	10500	Albany, GA Metro Area	1	4120596142	46238369	1590.971	17.853	31.644686	-84.110718                                                                                                                 
	19500	Decatur, IL Metro Area	1	1503613060	13477733	580.548	5.204	39.860237	-88.961529                                                                                                                  
	22500	Florence, SC Metro Area	1	3525329470	24322508	1361.137	9.391	34.153574	-79.806164                                                                                                                
	24500	Great Falls, MT Metro Area	1	6988320233	34314468	2698.206	13.249	47.316575	-111.350262                                                                                                           
	34500	Mount Vernon, IL Micro Area	2	1479490501	32550293	571.235	12.568	38.30078	-88.92421                                                                                                              
	33500	Minot, ND Metro Area	1	12339259479	249224323	4764.215	96.226	48.320242	-101.19801                                                                                                                
	31500	Madison, IN Micro Area	2	934205477	5991420	360.699	2.313	38.783604	-85.44009                                                                                                                     
	41500	Salinas, CA Metro Area	1	8499610241	1267806311	3281.718	489.503	36.240104	-121.315578                                                                                                            
	43500	Silver City, NM Micro Area	2	10259478297	15295130	3961.207	5.905	32.732087	-108.381504                                                                                                           
	44500	Stephenville, TX Micro Area	2	2805419712	17166727	1083.179	6.628	32.236669	-98.220545                                                                                                            
	45500	Texarkana, TX-AR Metro Area	1	5284182330	218349568	2040.234	84.305	33.478373	-94.207162                                                                                                          
	12520	Baker City, OR Micro Area	2	7945996816	51832631	3067.967	20.013	44.703427	-117.691933                                                                                                            
	45520	The Dalles, OR Micro Area	2	6167069229	35743076	2381.119	13.8	45.164536	-121.165069                                                                                                              
	46520	Urban Honolulu, HI Metro Area	1	1556027675	4054461969	600.786	1565.437	21.461365	-158.201974                                                                                                     
	12540	Bakersfield-Delano, CA Metro Area	1	21068706348	78331375	8134.673	30.244	35.346629	-118.729506                                                                                                   
	13540	Bennington, VT Micro Area	2	1746266392	6896313	674.237	2.663	43.035328	-73.111496                                                                                                                
	20540	Dyersburg, TN Micro Area	2	1326982067	35839863	512.351	13.838	36.054196	-89.398306                                                                                                               
	21540	Escanaba, MI Micro Area	2	3033120257	2124407010	1171.094	820.238	45.805229	-86.901938                                                                                                            
	22540	Fond du Lac, WI Metro Area	1	1863667254	119853822	719.566	46.276	43.754722	-88.493284                                                                                                            
	27540	Jasper, IN Micro Area	2	1106616363	20892924	427.267	8.067	38.373344	-86.873385                                                                                                                   
	28540	Ketchikan, AK Micro Area	2	12579808104	4714991291	4857.091	1820.468	55.449938	-131.106685                                                                                                        
	29540	Lancaster, PA Metro Area	1	2444751653	103368816	943.924	39.911	40.041992	-76.250198                                                                                                              
	33540	Missoula, MT Metro Area	1	9874667070	74477228	3812.63	28.756	47.069545	-114.262668                                                                                                               
	32540	McAlester, OK Micro Area	2	3381261521	187443330	1305.512	72.372	34.92554	-95.74813                                                                                                               
	37540	Paris, TN Micro Area	2	1455320362	81582236	561.902	31.499	36.325295	-88.300288                                                                                                                   
	38540	Pocatello, ID Metro Area	1	2881332843	92079664	1112.489	35.552	42.692921	-112.228982                                                                                                             
	40540	Rock Springs, WY Micro Area	2	27005754375	166230249	10426.981	64.182	41.660328	-108.875677                                                                                                       
	42540	Scranton--Wilkes-Barre, PA Metro Area	1	4521993346	77939265	1745.951	30.093	41.322881	-75.898188                                                                                                 
	44540	Sterling, CO Micro Area	2	4761949508	16363553	1838.599	6.318	40.728091	-103.090464                                                                                                               
	46540	Utica-Rome, NY Metro Area	1	6793611512	237715696	2623.028	91.783	43.33228	-75.173189                                                                                                             
	48540	Wheeling, WV-OH Metro Area	1	2443363444	49379764	943.388	19.066	39.977687	-80.854826                                                                                                             
	14580	Bozeman, MT Metro Area	1	6747835735	73611270	2605.354	28.421	45.518054	-111.163921                                                                                                               
	15580	Butte-Silver Bow, MT Micro Area	2	1859585000	1501437	717.99	0.58	45.896232	-112.660071                                                                                                           
	17580	Clovis, NM Micro Area	2	9975532777	26672616	3851.575	10.298	34.221551	-103.431242                                                                                                                
	19580	Defiance, OH Micro Area	2	1065623073	7100811	411.439	2.742	41.321679	-84.486433                                                                                                                  
	20580	Eagle Pass, TX Metro Area	1	3313828190	31862966	1279.476	12.302	28.729787	-100.316678                                                                                                            
	22580	Forest City, NC Micro Area	2	1464475268	4693780	565.437	1.812	35.402747	-81.919582                                                                                                               
	25580	Hastings, NE Micro Area	2	4430077587	6085859	1710.463	2.35	40.404569	-98.349062                                                                                                                  
	30580	Liberal, KS Micro Area	2	1656693268	1961444	639.653	0.757	37.18096	-100.855257                                                                                                                   
	33580	Mitchell, SD Micro Area	2	3728177144	8539832	1439.457	3.297	43.826091	-98.021652                                                                                                                 
	31580	Madisonville, KY Micro Area	2	1404258115	31671290	542.187	12.228	37.31107	-87.542196                                                                                                             
	36580	Oneonta, NY Micro Area	2	2594488424	36312826	1001.738	14.02	42.629776	-75.028841                                                                                                                 
	37580	Paris, TX Micro Area	2	5053655099	100002581	1951.227	38.611	33.646445	-95.295089                                                                                                                 
	42580	Seaford, DE Micro Area	2	2424590442	674129051	936.14	260.283	38.673227	-75.337024                                                                                                                
	11620	Ardmore, OK Micro Area	2	2129750449	29733323	822.301	11.48	34.251848	-97.287927                                                                                                                  
	14620	Bradford, PA Micro Area	2	2537396734	13033864	979.694	5.032	41.81459	-78.572463                                                                                                                  
	12620	Bangor, ME Metro Area	1	8798671486	414011334	3397.186	159.851	45.409284	-68.666616                                                                                                               
	15620	Cadillac, MI Micro Area	2	2925940322	50772851	1129.712	19.604	44.328738	-85.326429                                                                                                               
	19620	Del Rio, TX Micro Area	2	8144863963	227711025	3144.75	87.92	29.875285	-101.143324                                                                                                                
	32620	McComb, MS Micro Area	2	2105953036	5144511	813.113	1.986	31.147972	-90.250227                                                                                                                    
	31620	Magnolia, AR Micro Area	2	1984098878	1985830	766.065	0.767	33.223038	-93.232843                                                                                                                  
	38620	Ponca City, OK Micro Area	2	2381778878	65545215	919.61	25.307	36.814885	-97.143862                                                                                                               
	40620	Rolla, MO Micro Area	2	1739921375	6564700	671.787	2.535	37.866326	-91.790349                                                                                                                     
	43620	Sioux Falls, SD-MN Metro Area	1	7919842744	28575112	3057.869	11.033	43.525658	-96.875416                                                                                                         
	45620	Thomasville, GA Micro Area	2	2587644677	34671710	999.095	13.387	30.86301	-84.058195                                                                                                              
	46620	Uvalde, TX Micro Area	2	4019458732	17382915	1551.922	6.712	29.350308	-99.768427                                                                                                                  
	47620	Warren, PA Micro Area	2	2290280115	37368144	884.282	14.428	41.834298	-79.298182                                                                                                                  
	21640	Eufaula, AL-GA Micro Area	2	2683863228	74681508	1036.245	28.835	31.867281	-85.335032                                                                                                             
	17650	Cody, WY Micro Area	2	17972027723	67638744	6939.039	26.115	44.492387	-109.593597                                                                                                                 
	11660	Arkadelphia, AR Micro Area	2	2242855174	43965580	865.971	16.975	34.053316	-93.176208                                                                                                             
	10660	Albert Lea, MN Micro Area	2	1831756451	39305227	707.245	15.176	43.674202	-93.350289                                                                                                              
	14660	Brainerd, MN Micro Area	2	7821432261	1426429735	3019.872	550.748	46.767291	-94.223862                                                                                                            
	16660	Charleston-Mattoon, IL Micro Area	2	1316418029	4650073	508.272	1.795	39.51368	-88.220782                                                                                                         
	21660	Eugene-Springfield, OR Metro Area	1	11795044832	436058218	4554.092	168.363	43.928334	-122.897581                                                                                                 
	22660	Fort Collins-Loveland, CO Metro Area	1	6722949995	99048648	2595.746	38.243	40.658093	-105.486764                                                                                                 
	23660	Galesburg, IL Micro Area	2	1855351748	8914499	716.355	3.442	40.930945	-90.213792                                                                                                                 
	28660	Killeen-Temple, TX Metro Area	1	7300170846	108953979	2818.612	42.067	31.20273	-97.789638                                                                                                         
	29660	Laramie, WY Micro Area	2	11070062826	89554047	4274.175	34.577	41.665514	-105.721883                                                                                                              
	32660	McMinnville, TN Micro Area	2	1120619164	3524883	432.673	1.361	35.67825	-85.777343                                                                                                                
	34660	Murray, KY Micro Area	2	996789154	66909731	384.862	25.834	36.620978	-88.274086                                                                                                                   
	41660	San Angelo, TX Metro Area	1	6666276941	47428099	2573.864	18.312	31.36531	-100.659418                                                                                                             
	44660	Stillwater, OK Micro Area	2	1773885849	31991880	684.901	12.352	36.079225	-96.975255                                                                                                              
	43660	Snyder, TX Micro Area	2	2345090475	5436957	905.445	2.099	32.744353	-100.913346                                                                                                                   
	46660	Valdosta, GA Metro Area	1	4163094617	55695255	1607.38	21.504	30.827158	-83.243555                                                                                                                
	48660	Wichita Falls, TX Metro Area	1	6784840121	143918608	2619.642	55.567	33.776144	-98.501907                                                                                                         
	23680	Gallipolis, OH Micro Area	2	1208305869	12087309	466.53	4.667	38.817046	-82.301746                                                                                                                
	13700	Big Spring, TX Micro Area	2	2333034781	8846149	900.79	3.416	32.30343	-101.438721                                                                                                                 
	14700	Branson, MO Micro Area	2	1637553944	50101664	632.263	19.344	36.649827	-93.042819                                                                                                                 
	16700	Charleston-North Charleston, SC Metro Area	1	6708501910	1508105348	2590.167	582.283	33.01754	-80.009947                                                                                          
	19700	Deming, NM Micro Area	2	7679773820	433660	2965.177	0.167	32.184523	-107.747191                                                                                                                   
	21700	Eureka-Arcata, CA Micro Area	2	9241138639	1254152624	3568.024	484.231	40.706655	-123.926176                                                                                                      
	22700	Fort Dodge, IA Micro Area	2	1853665901	7269394	715.704	2.807	42.433579	-94.175831                                                                                                                
	23700	Gallup, NM Micro Area	2	14118189295	12689169	5451.064	4.899	35.584062	-108.253294                                                                                                                
	25700	Hays, KS Micro Area	2	2330818743	1140645	899.934	0.44	38.914597	-99.317313                                                                                                                       
	26700	Huron, SD Micro Area	2	3260011479	15834717	1258.698	6.114	44.418265	-98.279422                                                                                                                   
	29700	Laredo, TX Metro Area	1	8706239656	36502178	3361.498	14.094	27.760799	-99.340752                                                                                                                 
	32700	McPherson, KS Micro Area	2	2326547432	6003328	898.285	2.318	38.395812	-97.647489                                                                                                                 
	40700	Roseburg, OR Micro Area	2	13042340043	251960048	5035.676	97.282	43.286328	-123.154476                                                                                                            
	43700	Somerset, KY Micro Area	2	1704469863	49351349	658.1	19.055	37.107428	-84.576969                                                                                                                  
	42700	Sebring, FL Metro Area	1	2635737491	230656943	1017.664	89.057	27.34108	-81.342353                                                                                                                
	45700	Tifton, GA Micro Area	2	1414930080	32276385	546.308	12.462	31.592714	-83.572994                                                                                                                  
	14720	Breckenridge, CO Micro Area	2	2551779085	46422501	985.247	17.924	39.47505	-106.202071                                                                                                            
	13740	Billings, MT Metro Area	1	16777475576	99441250	6477.82	38.394	45.63714	-108.832361                                                                                                               
	17740	Coldwater, MI Micro Area	2	1311597690	34428004	506.411	13.293	41.918455	-85.066885                                                                                                               
	21740	Evanston, WY-UT Micro Area	2	8056116896	165718887	3110.484	63.984	41.412124	-110.760958                                                                                                          
	24740	Greenville, MS Micro Area	2	1875530531	93804060	724.146	36.218	33.273174	-90.944446                                                                                                              
	25740	Helena, MT Metro Area	1	16336963597	226239708	6307.737	87.352	46.715671	-112.1352                                                                                                                
	26740	Hutchinson, KS Micro Area	2	3251231986	43517492	1255.308	16.802	37.948185	-98.078346                                                                                                             
	31740	Manhattan, KS Metro Area	1	4752746861	137899967	1835.046	53.243	39.268424	-96.562242                                                                                                             
	35740	Norfolk, NE Micro Area	2	4075329036	19560833	1573.493	7.552	42.04313	-97.487952                                                                                                                  
	38740	Poplar Bluff, MO Micro Area	2	1799405245	11196956	694.754	4.323	36.71518	-90.40313                                                                                                               
	40740	Roswell, NM Micro Area	2	15713917209	20469858	6067.178	7.903	33.361604	-104.469837                                                                                                               
	44740	Storm Lake, IA Micro Area	2	1488981877	13798140	574.899	5.327	42.741522	-95.141432                                                                                                               
	41740	San Diego-Chula Vista-Carlsbad, CA Metro Area	1	10905046431	816535836	4210.462	315.266	33.023604	-116.776117                                                                                     
	42740	Sedalia, MO Micro Area	2	1766985955	10468698	682.237	4.042	38.727388	-93.28519                                                                                                                   
	45740	Toccoa, GA Micro Area	2	463250301	13039270	178.862	5.034	34.553582	-83.290588                                                                                                                    
	49740	Yuma, AZ Metro Area	1	14280726745	13242852	5513.82	5.113	32.773942	-113.910905                                                                                                                   
	40760	Ruidoso, NM Micro Area	2	12512530052	554839	4831.115	0.214	33.740841	-105.449805                                                                                                                 
	43760	Sonora, CA Micro Area	2	5752135140	138666931	2220.912	53.54	38.021434	-119.964733                                                                                                                
	41760	Sandpoint, ID Micro Area	2	4489041236	478899611	1733.229	184.904	48.324634	-116.62745                                                                                                            
	10780	Alexandria, LA Metro Area	1	5096733698	151441988	1967.86	58.472	31.325348	-92.546803                                                                                                             
	13780	Binghamton, NY Metro Area	1	3171226605	36122815	1224.417	13.947	42.163928	-76.022943                                                                                                             
	17780	College Station-Bryan, TX Metro Area	1	5439946686	86586773	2100.375	33.431	30.754392	-96.488537                                                                                                  
	15780	Camden, AR Micro Area	2	3525807523	28071063	1361.322	10.838	33.567513	-92.708217                                                                                                                 
	22780	Fort Leonard Wood, MO Micro Area	2	1417014585	11312724	547.112	4.368	37.824835	-92.207022                                                                                                        
	23780	Garden City, KS Micro Area	2	3372157850	1716371	1301.997	0.663	38.049808	-100.739967                                                                                                             
	40780	Russellville, AR Micro Area	2	4510044460	97766991	1741.338	37.748	35.199586	-93.252763                                                                                                           
	45780	Toledo, OH Metro Area	1	3528286040	676776577	1362.279	261.305	41.544357	-83.690777                                                                                                               
	48780	Williston, ND Micro Area	2	5380959356	181836635	2077.6	70.208	48.355765	-103.501333                                                                                                              
	47780	Washington, IN Micro Area	2	1112436829	19061974	429.514	7.36	38.69609	-87.076943                                                                                                                 
	19810	Detroit Lakes, MN Micro Area	2	3405929557	336989906	1315.037	130.113	46.937629	-95.741757                                                                                                        
	11820	Astoria, OR Micro Area	2	2145128705	661372778	828.239	255.357	46.024509	-123.705037                                                                                                              
	10820	Alexandria, MN Micro Area	2	1649506206	215746557	636.878	83.3	45.936835	-95.462155                                                                                                               
	15820	Campbellsville, KY Micro Area	2	1430650158	34281865	552.377	13.236	37.315476	-85.442981                                                                                                          
	16820	Charlottesville, VA Metro Area	1	4259318256	35667354	1644.532	13.771	37.949084	-78.593206                                                                                                        
	17820	Colorado Springs, CO Metro Area	1	6950380417	12025227	2683.557	4.643	38.845507	-104.638728                                                                                                       
	20820	Effingham, IL Micro Area	2	2135995892	5712591	824.713	2.206	39.155051	-88.437879                                                                                                                 
	21820	Fairbanks-College, AK Metro Area	1	18997105007	259306487	7334.824	100.119	64.670454	-146.496061                                                                                                  
	22820	Fort Morgan, CO Micro Area	2	3316441487	34663098	1280.485	13.383	40.263159	-103.81221                                                                                                            
	25820	Hereford, TX Micro Area	2	3876750569	3926557	1496.822	1.516	34.940766	-102.607564                                                                                                                
	28820	Kinston, NC Micro Area	2	1033630007	5900299	399.087	2.278	35.240066	-77.635514                                                                                                                   
	31820	Manitowoc, WI Micro Area	2	1526302545	2343337602	589.309	904.768	44.156137	-87.577352                                                                                                            
	35820	North Platte, NE Micro Area	2	8119233860	29601198	3134.854	11.429	41.141344	-100.697352                                                                                                          
	38820	Port Angeles, WA Micro Area	2	4503402670	2409320051	1738.774	930.244	48.110903	-123.88986                                                                                                        
	45820	Topeka, KS Metro Area	1	8372652468	148292124	3232.699	57.256	39.041389	-95.802639                                                                                                                
	46820	Vermillion, SD Micro Area	2	1067132267	13978087	412.022	5.397	42.91615	-96.980468                                                                                                                
	48820	Willmar, MN Micro Area	2	2065173481	168373784	797.368	65.009	45.152714	-95.004981                                                                                                                
	49820	Zapata, TX Micro Area	2	2585876042	154371160	998.412	59.603	26.996981	-99.182603                                                                                                                 
	25840	Hermiston-Pendleton, OR Micro Area	2	13587023257	85991359	5245.979	33.201	45.544602	-119.076191                                                                                                  
	13860	Bishop, CA Micro Area	2	26410783052	77280938	10197.261	29.838	36.56216	-117.404209                                                                                                               
	19860	Dickinson, ND Micro Area	2	11633949647	216539149	4491.893	83.606	47.119444	-102.807928                                                                                                           
	21860	Fairmont, MN Micro Area	2	1844928112	44669375	712.331	17.247	43.677173	-94.547096                                                                                                                
	28860	Kirksville, MO Micro Area	2	2265278462	7684518	874.629	2.967	40.284489	-92.565124                                                                                                                
	30860	Logan, UT-ID Metro Area	1	4733736206	33268509	1827.706	12.845	41.88902	-111.787438                                                                                                               
	34860	Nacogdoches, TX Micro Area	2	2450966944	89731149	946.324	34.645	31.62056	-94.62025                                                                                                               
	37860	Pensacola-Ferry Pass-Brent, FL Metro Area	1	4323723291	1757254546	1669.399	678.48	30.608557	-87.158547                                                                                           
	40860	Rutland, VT Micro Area	2	2410117478	38757463	930.552	14.964	43.612399	-73.060304                                                                                                                 
	46860	Vernal, UT Micro Area	2	11610607593	55966014	4482.881	21.609	40.125887	-109.517748                                                                                                               
	18880	Crestview-Fort Walton Beach-Destin, FL Metro Area	1	5097431530	1781933552	1968.129	688.008	30.594941	-86.358164                                                                                  
	25880	Hillsdale, MI Micro Area	2	1549207172	22939100	598.152	8.857	41.927461	-84.637479                                                                                                                
	34880	Nantucket, MA Micro Area	2	119637317	666826385	46.192	257.463	41.293392	-70.102164                                                                                                               
	45880	Town of Pecos, TX Micro Area	2	6825534317	17396672	2635.354	6.717	31.308366	-103.712706                                                                                                          
	12900	Batesville, AR Micro Area	2	1978003733	20251226	763.712	7.819	35.737499	-91.559942                                                                                                               
	13900	Bismarck, ND Metro Area	1	11087702722	165098565	4280.986	63.745	46.887031	-100.979592                                                                                                            
	18900	Crossville, TN Micro Area	2	1764581460	9092132	681.309	3.51	35.952398	-84.994761                                                                                                                 
	22900	Fort Smith, AR-OK Metro Area	1	4662055168	166497077	1800.03	64.285	35.429088	-94.448349                                                                                                          
	24900	Greenwood, MS Micro Area	2	3166162829	47918753	1222.462	18.502	33.491305	-90.113633                                                                                                              
	25900	Hilo-Kailua, HI Micro Area	2	10433586954	2739520971	4028.431	1057.735	19.597764	-155.502443                                                                                                      
	28900	Klamath Falls, OR Micro Area	2	15410161575	485164893	5949.897	187.323	42.683761	-121.646168                                                                                                      
	30900	Logansport, IN Micro Area	2	1067448399	7002034	412.144	2.704	40.753799	-86.355168                                                                                                                
	35900	North Wilkesboro, NC Micro Area	2	1952016296	6854041	753.678	2.646	36.208883	-81.166095                                                                                                          
	36900	Ottumwa, IA Micro Area	2	1118466903	10822776	431.843	4.179	41.031275	-92.409466                                                                                                                  
	45900	Traverse City, MI Metro Area	1	4379610249	7440142740	1690.977	2872.655	44.952324	-85.90832                                                                                                       
	46900	Vernon, TX Micro Area	2	2514738103	18202665	970.946	7.028	34.08492	-99.24244                                                                                                                     
	48900	Wilmington, NC Metro Area	1	4956184864	1033338778	1913.594	398.974	34.253691	-78.041674                                                                                                          
	16940	Cheyenne, WY Metro Area	1	6956355028	4348083	2685.864	1.679	41.29283	-104.660395                                                                                                                 
	20940	El Centro, CA Metro Area	1	10814568237	790135127	4175.528	305.073	33.040814	-115.3554                                                                                                            
	23940	Gillette, WY Micro Area	2	12437291871	11010428	4802.065	4.251	44.191999	-105.517014                                                                                                              
	25940	Hilton Head Island-Bluffton-Port Royal, SC Metro Area	1	3188679919	1020208991	1231.156	393.905	32.386792	-80.830877                                                                              
	27940	Juneau, AK Micro Area	2	7000540329	1437614880	2702.924	555.066	58.37291	-134.178445                                                                                                              
	32940	Meridian, MS Micro Area	2	3613684137	34801600	1395.251	13.437	32.219701	-88.670401                                                                                                               
	33940	Montrose, CO Micro Area	2	5804023563	4923260	2240.946	1.901	38.407507	-108.266282                                                                                                                
	40940	Safford, AZ Micro Area	2	11970605960	47476264	4621.877	18.331	32.931828	-109.87831                                                                                                               
	47940	Waterloo-Cedar Falls, IA Metro Area	1	3893032413	28143767	1503.108	10.866	42.536796	-92.471608                                                                                                   
	37950	Petoskey, MI Micro Area	2	1210937829	1073422144	467.546	414.451	45.590094	-84.986822                                                                                                             
	39960	Rice Lake, WI Micro Area	2	2235299817	69176084	863.054	26.709	45.437192	-91.852892                                                                                                               
	10980	Alpena, MI Micro Area	2	1481211410	2908626983	571.899	1123.027	44.894954	-83.426574                                                                                                              
	13980	Blacksburg-Christiansburg-Radford, VA Metro Area	1	3767168028	45434260	1454.512	17.542	37.121364	-80.531517                                                                                      
	19980	Dodge City, KS Micro Area	2	2844508251	2097356	1098.271	0.81	37.68851	-99.884743                                                                                                                 
	20980	El Dorado, AR Micro Area	2	2691170081	42102269	1039.067	16.256	33.168219	-92.598145                                                                                                              
	24980	Grenada, MS Micro Area	2	2147365935	73011722	829.103	28.19	33.637983	-89.714583                                                                                                                  
	27980	Kahului-Wailuku, HI Metro Area	1	3039431893	3309033240	1173.531	1277.625	20.855931	-156.60155                                                                                                    
